StartDate,EndDate,IPAddress,Progress,Duration.s,Finished,RecordedDate,responseID,LocationLatitude,LocationLongitude,operateType,percentCom,percentGov,operateFresh,operateMarine,wasInElodea,pax,hCostHigh,hCostLow,freshOutside,locOutside,purchaseOutside,purchaseYear,purchaseType,purchaseLoc,multiOwn,multiOwnEmail,age,persIncomeBtax,CleanDrainDry,sportfishConc,boatingSafetyConc,recValueConc,businessConc,realEstateConc,subsistConc,biodivConc,commFishConc,volunteer,emailAsk,mapResponses
8/31/2018 16:07,8/31/2018 16:07,137.229.153.170,100,11,TRUE,8/31/2018 16:07,R_2zAqvd4aSb3Q8CX,61.2059021,-149.8231964,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2018 16:29,8/31/2018 16:29,137.229.153.170,100,12,TRUE,8/31/2018 16:29,R_12yXRONtbWFT3Ba,61.2059021,-149.8231964,I operate boat(s) for personal reasons,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2018 17:08,8/31/2018 17:09,24.237.6.88,100,41,TRUE,8/31/2018 17:09,R_1ewwzskgI1xPlpG,58.58129883,-134.7698059,I operate boat(s) for personal reasons,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2018 17:28,8/31/2018 17:28,12.146.43.33,100,52,TRUE,8/31/2018 17:28,R_1ly0CqwMgrYlJek,58.08650208,-135.4353943,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2018 17:34,8/31/2018 17:54,72.42.143.114,100,1176,TRUE,8/31/2018 17:54,R_XZXKNph4ZeOg40N,64.77830505,-147.3370972,I operate boat(s) for personal reasons,,,Yes,No,"Chena River, Fairbanks,Chena Slough, Fairbanks,Chena Lake, Fairbanks",1,10,5,No,,No,,,,No,,,"$50,001 - $75,000",Never,5,4,3,1,1,4,5,1,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.",gaveEmail,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":6,""trackName"":""Chena river trip"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Wildlife watching"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-147.41008758544925,64.84762400249862],[-147.4021911621094,64.85097998672876],[-147.3905181884766,64.85185539202293],[-147.38880157470706,64.84762400249862],[-147.3747253417969,64.84835359990252],[-147.3692321777344,64.84441353884928],[-147.36030578613284,64.84616474833015],[-147.35069274902347,64.84689438530799],[-147.34485626220706,64.85054227339793],[-147.33180999755862,64.84835359990252],[-147.3246002197266,64.84266221538616],[-147.33455657958987,64.83872132081649],[-147.33180999755862,64.83448786528946],[-147.32048034667972,64.83346589695392],[-147.30777740478518,64.83507182977645],[-147.29370117187503,64.83215188065601],[-147.28031158447268,64.8287935476086],[-147.27825164794925,64.82426643588954],[-147.27138519287112,64.8203228474815],[-147.26863861083987,64.81579431165581],[-147.26314544677737,64.80980378851918]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":7,""trackName"":""Kayak trip"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Wildlife watching"",""rank"":2},""geometry"":{""type"":""LineString"",""coordinates"":[[-147.41077423095706,64.84937500302706],[-147.41695404052737,64.85039636737152],[-147.42313385009768,64.84441353884928],[-147.44373321533206,64.8473321579968],[-147.45918273925784,64.84791584383457],[-147.47497558593753,64.84426759958093],[-147.49351501464847,64.84324600253892],[-147.50862121582034,64.84193246363454],[-147.51342773437503,64.83609373714614],[-147.52613067626956,64.83857535067531],[-147.5343704223633,64.83536380726937],[-147.54089355468753,64.83069178732376],[-147.55359649658206,64.83215188065601]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":8,""trackName"":""Birch"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":3},""geometry"":{""type"":""LineString"",""coordinates"":[[-146.64825439453128,64.31462243346382],[-146.65065765380862,64.32146666278891],[-146.65718078613284,64.32280555228293],[-146.6661071777344,64.32221049831944],[-146.66954040527347,64.31878868857173],[-146.67022705078128,64.31700322780496],[-146.6657638549805,64.31447362698742],[-146.65924072265628,64.31372958255199],[-146.65924072265628,64.3113485053558],[-146.67228698730472,64.31015788961021],[-146.67572021484378,64.31372958255199]]}}]}"
8/31/2018 18:46,8/31/2018 18:59,209.112.215.44,100,807,TRUE,8/31/2018 18:59,R_1pFkZWX0KaQO28l,61.18859863,-149.8878021,I operate boat(s) commercially,90%,,Yes,No,I DID NOT operate a boat in any of the waterbodies listed,3,5,2,No,,Yes,1986,New,Oregon,No,,68,"Less than $25,000",75% of the time,5,5,4,3,1,5,5,5,,gaveEmail,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":1,""trackName"":""Fishing"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""21 to 30"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-151.116943359375,60.51117428171057],[-151.12518310546878,60.513033249640294],[-151.09153747558597,60.50914619505086],[-151.10046386718753,60.51641291808308],[-151.0946273803711,60.52908353499282],[-151.11248016357425,60.546982887603804],[-151.13548278808597,60.541411508767794],[-151.14646911621097,60.53854103013172],[-151.15779876708987,60.5285768054901],[-151.1560821533203,60.52029910094603],[-151.16672515869143,60.517426749866274],[-151.17942810058597,60.52705656939864],[-151.18183135986328,60.53026587299222],[-151.16844177246097,60.51860951351098],[-151.1553955078125,60.52198860024919],[-151.1560821533203,60.530772576060585],[-151.14097595214847,60.540567276773935],[-151.12277984619143,60.54461938949622],[-151.11557006835938,60.54782695223118],[-151.10527038574222,60.541918037392946],[-151.10046386718753,60.533474858496334],[-151.0946273803711,60.52688764987142],[-151.09977722167972,60.51945431824519],[-151.09222412109378,60.511343283202464],[-151.09600067138672,60.50880816826635],[-151.11145019531253,60.5108362760823],[-151.12380981445315,60.5128642569631],[-151.13376617431643,60.51066727194594],[-151.12827301025393,60.50610382704776],[-151.11488342285156,60.50610382704776],[-151.10630035400393,60.501708791218256],[-151.10561370849612,60.49612961820562],[-151.1152267456055,60.49105680947361],[-151.12380981445315,60.488181865561224],[-151.12758636474612,60.48243121310245],[-151.12209320068362,60.47938633725886],[-151.1176300048828,60.47583362089681],[-151.10904693603518,60.47617199159627],[-151.1049270629883,60.47989383641234],[-151.10183715820315,60.48243121310245],[-151.09497070312503,60.48310781336936],[-151.1042404174805,60.48175459872328],[-151.10767364501956,60.47803296737139],[-151.1152267456055,60.47617199159627],[-151.12415313720706,60.4810779702316],[-151.12552642822268,60.485306666775955],[-151.11934661865237,60.48970392643922],[-151.10904693603518,60.49376240622698],[-151.1042404174805,60.49951104980538],[-151.1093902587891,60.50475157180741],[-151.12209320068362,60.50728700409995],[-151.1320495605469,60.50796308587827],[-151.12930297851565,60.51269526340445],[-151.1203765869141,60.51320224143605],[-151.12243652343753,60.513033249640294]]}}]}"
8/31/2018 19:25,8/31/2018 19:26,65.74.81.240,100,54,TRUE,8/31/2018 19:26,R_1BQOctrCFKmMTfU,57.15879822,-154.0800018,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2018 19:31,8/31/2018 19:33,107.77.205.5,100,78,TRUE,8/31/2018 19:33,R_8A1OYFxxEWd8xNL,47.60620117,-122.3320999,I operate boat(s) for personal reasons,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2018 19:34,8/31/2018 19:36,104.254.228.175,100,123,TRUE,8/31/2018 19:36,R_2dgPwcnkIGyo8P0,59.40390015,-151.3238983,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2018 20:16,8/31/2018 20:18,24.16.97.133,100,114,TRUE,8/31/2018 20:18,R_1o6njwij0ySZd5t,47.61540222,-122.2102966,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2018 20:20,8/31/2018 20:35,206.174.127.138,100,893,TRUE,8/31/2018 20:35,R_1QlOJHHXugNtyHk,60.66059875,-150.9060059,I operate boat(s) for personal reasons,,,Yes,No,I DID NOT operate a boat in any of the waterbodies listed,2,10,5,No,,No,,,,No,,66,"$100,001 - $125,000",Every time,5,3,4,5,3,5,3,5,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)",gaveEmail,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":10,""orderCreated"":3,""trackName"":""Round Tangle Lake"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-145.9794616699219,63.05122534886823],[-146.00418090820315,63.058692793775066]]}}]}"
8/31/2018 20:59,8/31/2018 21:10,76.121.203.204,100,630,TRUE,8/31/2018 21:10,R_SW2XUuUnw5cvwhr,47.39089966,-122.2637024,I operate boat(s) for personal reasons,,,Yes,No,I DID NOT operate a boat in any of the waterbodies listed,4,,,No,,Yes,2005,New,Washington,No,,76,"$75,001 - $100,000",,,,,,,,,,,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":7,""orderCreated"":1,""trackName"":""Lake Louise to Lake Susitna"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Cabin"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-146.56860351562503,62.2679226294176],[-146.68945312500003,62.57310578449978]]}}]}"
8/31/2018 23:06,8/31/2018 23:08,63.140.104.98,100,145,TRUE,8/31/2018 23:08,R_2eXXz4UHkxnFYUm,61.21809387,-149.9002991,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 0:08,9/1/2018 0:41,216.115.122.132,100,1990,TRUE,9/1/2018 0:41,R_3qPQim88fbtNBsP,64.90060425,-148.1613007,I operate boat(s) for personal reasons,,,Yes,No,"Chena River, Fairbanks",5,,,No,,No,,,,No,,36,"$100,001 - $125,000",Every time,5,1,5,1,1,5,5,1,,gaveEmail,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":11,""orderCreated"":1,""trackName"":""Chitina"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Subsistence Fishing"",""rank"":3},""geometry"":{""type"":""LineString"",""coordinates"":[[-144.40635681152347,61.526623496130696],[-144.44892883300784,61.484365548171446],[-144.4578552246094,61.46337904920435],[-144.45030212402347,61.44205015720648],[-144.45579528808597,61.42694704369651],[-144.4846343994141,61.4059218492164],[-144.5237731933594,61.39967726826327]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":10,""orderCreated"":2,""trackName"":""nenana - tolovana"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":5},""geometry"":{""type"":""LineString"",""coordinates"":[[-149.11296844482425,64.5564062602482],[-149.10816192626956,64.56554967164604],[-149.15004730224612,64.60886539640781],[-149.1105651855469,64.62696683901822],[-149.14489746093753,64.65946029657714],[-149.11880493164065,64.69837179948834],[-149.1380310058594,64.7726620733499],[-149.13116455078128,64.84908317752009],[-149.2478942871094,64.89442403250509],[-149.48547363281253,64.8746059319987],[-149.82742309570315,64.85418966686103],[-149.80133056640628,64.91422751385564],[-149.68048095703128,64.98400542589391],[-149.5335388183594,65.03332153148402],[-149.21356201171878,65.10163306638867]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":11,""orderCreated"":3,""trackName"":""harding"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":4},""geometry"":{""type"":""LineString"",""coordinates"":[[-146.87828063964847,64.43459572886043],[-146.84463500976565,64.42007240929888]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":4,""trackName"":""5 mile clear"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-146.92840576171878,64.46939072672684],[-146.98093414306643,64.46554324198041],[-146.9847106933594,64.48536679776322],[-147.01457977294925,64.48063411972745],[-147.04753875732425,64.44940751421456],[-147.05474853515628,64.43370676709921],[-147.04204559326175,64.41473538002197],[-147.02384948730472,64.40049822444912],[-147.03174591064456,64.39144786010804],[-147.02075958251956,64.38521472739555],[-147.00531005859378,64.37660474216882],[-147.00736999511722,64.37244723181104],[-146.93115234375003,64.46717108999844]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":8,""orderCreated"":5,""trackName"":""upper salcha"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Hunting"",""rank"":2},""geometry"":{""type"":""LineString"",""coordinates"":[[-146.92634582519534,64.46850289363812],[-146.87313079833987,64.47353356698363],[-146.82369232177737,64.46317529020905],[-146.70181274414065,64.47782370463754],[-146.60396575927737,64.48906363267687],[-146.4240646362305,64.51345021134217],[-146.3090515136719,64.53751983406413],[-146.18717193603518,64.5721840976381],[-146.04057312011722,64.59914745722233],[-145.9077072143555,64.63520415375757],[-145.79681396484378,64.6485844642871],[-145.63476562500003,64.66886290764072],[-145.53211212158206,64.65637435464181],[-145.34603118896487,64.64917245854355],[-145.20561218261722,64.6281437511823],[-144.98348236083987,64.65725608814898],[-144.87808227539065,64.68105206571617],[-144.64530944824222,64.74894653914109],[-144.59415435791018,64.78612088600558],[-146.76635742187503,64.42066534845411]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":6,""trackName"":""chena"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Other"",""rank"":6},""geometry"":{""type"":""LineString"",""coordinates"":[[-147.4076843261719,64.8473321579968],[-147.3685455322266,64.84747808064346],[-147.33146667480472,64.84806176331534],[-147.32906341552737,64.83215188065601],[-147.28786468505862,64.82981569331547],[-147.26348876953128,64.81506383135631],[-147.4021911621094,64.84543509156477]]}}]}"
9/1/2018 5:38,9/1/2018 5:49,209.193.29.236,100,648,TRUE,9/1/2018 5:49,R_4Z5dw7IvlwWwD5L,61.16369629,-149.9916992,I operate boat(s) for personal reasons,,,Yes,No,I DID NOT operate a boat in any of the waterbodies listed,3,5,2,No,,No,,,,No,,66,,half the time,5,1,3,1,1,1,1,1,,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":1,""trackName"":""rooster"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-145.82668304443362,64.19845842339484],[-145.8201599121094,64.21294963779664],[-145.82908630371097,64.21265092643507],[-145.82805633544925,64.20040098500525]]}}]}"
9/1/2018 7:27,9/1/2018 7:28,107.77.205.22,100,60,TRUE,9/1/2018 7:28,R_2PwbndPQeS8eWgz,47.60620117,-122.3320999,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 7:27,9/1/2018 7:29,107.77.205.122,100,65,TRUE,9/1/2018 7:29,R_2Xb4y73H2Rho0oP,47.60620117,-122.3320999,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2018 16:23,9/1/2018 7:50,63.140.68.125,100,55648,TRUE,9/1/2018 7:50,R_21gOTDO2zsZo19o,64.77830505,-147.3370972,I operate boat(s) for personal reasons,,,Yes,No,I DID NOT operate a boat in any of the waterbodies listed,3,3,3,No,,No,,,,No,,77,"$50,001 - $75,000",Every time,5,1,4,4,4,5,5,4,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)",gaveEmail,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":11,""orderCreated"":1,""trackName"":""Lower Kenai River"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-151.1049270629883,60.53803444864931],[-151.23538970947268,60.541411508767794],[-151.10286712646487,60.53972302275651]]}}]}"
9/1/2018 8:04,9/1/2018 8:06,66.230.102.76,100,105,TRUE,9/1/2018 8:06,R_3h5aVTXFRQSUa1H,60.28340149,-151.2666931,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 8:12,9/1/2018 8:12,66.230.88.99,100,35,TRUE,9/1/2018 8:12,R_3dGoAqpZK1z1HIl,61.17770386,-149.6383972,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 8:52,9/1/2018 9:10,172.242.100.37,100,1064,TRUE,9/1/2018 9:10,R_3oXvTSZKL5jpkxD,43.71629333,-123.0373993,I operate boat(s) for personal reasons,,,Yes,No,I DID NOT operate a boat in any of the waterbodies listed,3,8,8,No,,No,,,,No,,66,"$50,001 - $75,000",Every time,5,4,5,2,2,5,3,3,,gaveEmail,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":8,""orderCreated"":1,""trackName"":""fish"",""boatLaunchTransport"":""outOfStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-150.81481933593753,60.42198777960339],[-150.38635253906253,60.340541868001225],[-150.34790039062503,60.511343283202464],[-150.7763671875,60.59775635343141],[-150.87524414062503,60.57887321826314],[-150.89721679687503,60.40571488624096],[-150.81481933593753,60.4111400885279]]}}]}"
9/1/2018 9:39,9/1/2018 9:40,66.230.116.238,100,60,TRUE,9/1/2018 9:40,R_1gisYCUKg06hETq,61.17770386,-149.6383972,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 9:45,9/1/2018 9:46,24.237.125.223,100,46,TRUE,9/1/2018 9:46,R_2rBI1OkcWD66kid,71.28500366,-156.7819061,I operate boat(s) for personal reasons,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 10:09,9/1/2018 10:10,107.77.205.18,100,38,TRUE,9/1/2018 10:10,R_3kjF1HbHjdV0bAz,47.60620117,-122.3320999,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 10:27,9/1/2018 10:29,209.112.211.133,100,105,TRUE,9/1/2018 10:29,R_1GIALN8GmFvQXjy,61.145401,-149.7664032,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 10:46,9/1/2018 10:47,66.223.181.182,100,43,TRUE,9/1/2018 10:47,R_74aVQ2K0CpTo1u9,57.0585022,-132.627594,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 11:02,9/1/2018 11:04,97.73.244.64,100,84,TRUE,9/1/2018 11:04,R_3hyBaOzrXLhvQMd,37.75100708,-97.8219986,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 11:16,9/1/2018 11:17,24.237.66.251,100,58,TRUE,9/1/2018 11:17,R_2xx88DpA56L2MBx,61.08070374,-149.7091064,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 11:21,9/1/2018 11:40,206.174.61.172,100,1168,TRUE,9/1/2018 11:40,R_24pZt4ftX6FgTcc,61.2059021,-149.8231964,I operate boat(s) for personal reasons,,,Yes,Yes,I DID NOT operate a boat in any of the waterbodies listed,6,90,35,No,,No,,,,No,,36,"$75,001 - $100,000",Every time,5,4,4,4,4,5,5,4,,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":11,""orderCreated"":1,""trackName"":""Big Lake"",""boatLaunchTransport"":""marineWaters"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Cabin"",""rank"":3},""geometry"":{""type"":""LineString"",""coordinates"":[[-149.84527587890628,61.5351336512384],[-149.87136840820315,61.5374244485904],[-149.89677429199222,61.534151829226346],[-149.90982055664065,61.527605556072466],[-149.93247985839847,61.531533485480296],[-149.94964599609378,61.53447910667831],[-149.9455261230469,61.52596877225995],[-149.95239257812503,61.52138531890536],[-149.94071960449222,61.51811100977616],[-149.92698669433597,61.522367544387464],[-149.89814758300784,61.530224230851154],[-149.88304138183597,61.53840616716746],[-149.85832214355472,61.5351336512384],[-149.83428955078128,61.533497263978326]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":8,""orderCreated"":2,""trackName"":""Prince William Sound"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-148.65875244140628,60.788662338870736],[-148.59832763671878,60.81010189680678],[-148.44451904296878,60.81679881529905],[-148.35388183593753,60.781959532918904],[-148.26049804687503,60.784640823564395],[-148.17260742187503,60.842234327872326],[-148.12591552734378,60.889036289277385],[-148.08746337890628,60.938438107438635],[-148.02154541015628,60.925093815014655],[-147.93640136718753,60.8917086157895],[-147.87872314453128,60.798043911722594],[-147.82653808593753,60.69738396208385],[-147.91992187500003,60.7537924324537],[-148.00231933593753,60.73768583450925],[-148.09020996093753,60.71888458495197],[-148.13964843750003,60.7537924324537],[-148.20556640625003,60.772573248676586]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":8,""orderCreated"":3,""trackName"":""Homer to Seldovia"",""boatLaunchTransport"":""marineWaters"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Lodge"",""rank"":2},""geometry"":{""type"":""LineString"",""coordinates"":[[-151.37512207031253,59.60943336371317],[-151.40808105468753,59.56215805601119],[-151.57836914062503,59.5343180010956],[-151.58935546875003,59.50645493054482],[-151.56738281250003,59.46461714320982],[-151.68823242187503,59.52038934355191],[-151.60034179687503,59.58441353704829],[-151.35314941406253,59.642764176837865]]}}]}"
9/1/2018 12:01,9/1/2018 12:11,76.220.73.233,100,617,TRUE,9/1/2018 12:11,R_1FhWYch30ytN3zF,37.95359802,-122.0780029,I operate boat(s) for personal reasons,,,Yes,,I DID NOT operate a boat in any of the waterbodies listed,2,,,No,,No,,,,No,,62,"$75,001 - $100,000",Every time,,,,,,,,,,gaveEmail,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":10,""orderCreated"":1,""trackName"":""skilak lake"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""5 to 10"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-150.62255859375003,60.486997991046884],[-150.50720214843753,60.46737320656163],[-150.38223266601565,60.39554019359665],[-150.12268066406253,60.403001945865505]]}}]}"
9/1/2018 13:03,9/1/2018 13:15,216.137.234.250,100,743,TRUE,9/1/2018 13:15,R_3KveG60MSqMsL2P,61.5809021,-149.4414978,I operate boat(s) for personal reasons,,,Yes,No,I DID NOT operate a boat in any of the waterbodies listed,2,5,1,No,,No,,,,No,,,,25% of the time,4,5,3,,,,,,,gaveEmail,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":1,""trackName"":""crystal lake"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""5 to 10"",""trackFrequencyWithElodea"":""5 to 10"",""primaryPurpose"":""Other"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-150.10620117187503,61.71005511683187],[-150.10208129882815,61.70663797096166],[-150.10620117187503,61.707451611464336],[-150.11169433593753,61.711031374680495],[-150.0993347167969,61.71168219607586]]}}]}"
9/1/2018 13:48,9/1/2018 13:49,209.193.52.29,100,56,TRUE,9/1/2018 13:49,R_2xYtayxFYPcdL1n,64.83779907,-147.7164001,I operate boat(s) for personal reasons,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 14:34,9/1/2018 14:35,63.140.97.51,100,62,TRUE,9/1/2018 14:35,R_2uX92SbRkxifQRK,61.2059021,-149.8231964,I operate boat(s) for personal reasons,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 14:43,9/1/2018 14:43,24.237.12.239,100,31,TRUE,9/1/2018 14:43,R_2DYzugn5BApLwGq,58.58129883,-134.7698059,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 15:38,9/1/2018 15:39,206.223.213.87,100,62,TRUE,9/1/2018 15:39,R_8wD24Ef5Xq8Lqc9,55.61529541,-131.5848083,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 15:42,9/1/2018 15:43,24.237.139.203,100,63,TRUE,9/1/2018 15:43,R_1CItv2CCw1pg26C,60.0552063,-149.3365021,"I operate boat(s) for personal reasons,I operate boats as an employee of a government agency",,10%,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018 15:40,9/1/2018 16:07,66.228.28.4,100,1601,TRUE,9/1/2018 16:07,R_11ZU5uasufdNiVV,45.22470093,-121.2685013,I operate boat(s) for personal reasons,,,Yes,Yes,I DID NOT operate a boat in any of the waterbodies listed,2,5,5,No,,Yes,1998,,Oregon,No,,,"$50,001 - $75,000",Every time,5,,5,,5,5,5,,,gaveEmail,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":1,""trackName"":""river quest down river route"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""51 to 75"",""trackFrequencyWithElodea"":""51 to 75"",""primaryPurpose"":""Sport Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-151.1118711240124,60.54732051352133],[-151.13109719823117,60.508808165687405]]}}]}"
9/1/2018 16:27,9/1/2018 16:28,97.73.244.176,100,66,TRUE,9/1/2018 16:28,R_3RjUddnOR9Vg5ZR,37.75100708,-97.8219986,I operate boat(s) commercially,30%,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
