"","zoomLevel","orderCreat","trackName","boatLaunch","trackFrequ","trackFre_1","primaryPur","rank","responseID","km","StartDate","EndDate","IPAddress","Progress","Duration.s","Finished","RecordedDate","LocationLatitude","LocationLongitude","operateType","percentCom","percentGov","operateFresh","operateMarine","pax","hCostHigh","hCostLow","freshOutside","locOutside","purchaseOutside","purchaseYear","purchaseType","purchaseLoc","multiOwn","multiOwnEmail","age","persIncomeBtax","Clean","sportfishConc","boatingSafetyConc","recValueConc","businessConc","realEstateConc","subsistConc","biodivConc","commFishConc","volunteer","emailAsk","ObjectId","Shape__Length","wasInElodea","elodeaLoc1","elodeaLoc2","elodeaLoc3","LowerPre","UpperPre","freqPre","LowerPost","UpperPost","freqPost","hCost","totalKmPre","totalKmPost","YrCostPre","YrCostPost","totalTripsPre","totalTripsPost","routeCount","Income","ageBin","percentPer","type"
"161",11,4,"Camping Trip","marineWaters","Up to 4","Up to 4","Camping",6,"R_3oHEThJQKCy5VjG",17.04072,"9/3/2018 9:15","9/3/2018 9:30","206.174.57.166",100,903,TRUE,"9/3/2018 9:30",61.1777,-149.6384,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",8,55,25,"No or did not report","","No",NA,"","","No","",60,"","100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",161,33677.97561,"No","","","",1,4,2,1,4,2,40,34.08144,34.08144,1363.2576,1363.2576,42,42,7,NA,"51-60",1,"personal"
"162",11,5,"Halibut Cove","marineWaters","11 to 20","11 to 20","Other",3,"R_3oHEThJQKCy5VjG",9.962765,"9/3/2018 9:15","9/3/2018 9:30","206.174.57.166",100,903,TRUE,"9/3/2018 9:30",61.1777,-149.6384,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",8,55,25,"No or did not report","","No",NA,"","","No","",60,"","100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",162,19710.82584,"No","","","",11,20,16,11,20,16,40,159.40424,159.40424,6376.1696,6376.1696,42,42,7,NA,"51-60",1,"personal"
"163",9,6,"Fishing for Rock Fish and Slivers","marineWaters","Up to 4","Up to 4","Sport Fishing",7,"R_3oHEThJQKCy5VjG",25.21887,"9/3/2018 9:15","9/3/2018 9:30","206.174.57.166",100,903,TRUE,"9/3/2018 9:30",61.1777,-149.6384,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",8,55,25,"No or did not report","","No",NA,"","","No","",60,"","100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",163,50229.53076,"No","","","",1,4,2,1,4,2,40,50.43774,50.43774,2017.5096,2017.5096,42,42,7,NA,"51-60",1,"personal"
"164",8,7,"Glacier Tour","marineWaters","Up to 4","Up to 4","Other",4,"R_3oHEThJQKCy5VjG",87.11687,"9/3/2018 9:15","9/3/2018 9:30","206.174.57.166",100,903,TRUE,"9/3/2018 9:30",61.1777,-149.6384,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",8,55,25,"No or did not report","","No",NA,"","","No","",60,"","100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",164,172793.5359,"No","","","",1,4,2,1,4,2,40,174.23374,174.23374,6969.3496,6969.3496,42,42,7,NA,"51-60",1,"personal"
"165",7,1,"little su","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_2Xb4P9fvVeQXlom",31.70199,"9/3/2018 9:21","9/3/2018 9:33","216.137.244.49",100,716,TRUE,"9/3/2018 9:33",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",2,10,2,"No or did not report","","No",NA,"","","No","",71,"$25,001 - $50,000","100% of the time",5,1,4,1,1,1,3,1,"","",165,65900.48516,"No","","","",1,4,2,1,4,2,6,63.40398,63.40398,380.42388,380.42388,12,6,3,37500,"71-80",1,"personal"
"166",8,2,"deshka","inStateFreshwater","5 to 10","Up to 4","Sport Fishing",2,"R_2Xb4P9fvVeQXlom",7.350719,"9/3/2018 9:21","9/3/2018 9:33","216.137.244.49",100,716,TRUE,"9/3/2018 9:33",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",2,10,2,"No or did not report","","No",NA,"","","No","",71,"$25,001 - $50,000","100% of the time",5,1,4,1,1,1,3,1,"","",166,15469.76685,"No","","","",5,10,8,1,4,2,6,58.805752,14.701438,352.834512,88.208628,12,6,3,37500,"71-80",1,"personal"
"167",9,3,"valdez","marineWaters","Up to 4","Up to 4","Sport Fishing",3,"R_2Xb4P9fvVeQXlom",28.01461,"9/3/2018 9:21","9/3/2018 9:33","216.137.244.49",100,716,TRUE,"9/3/2018 9:33",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",2,10,2,"No or did not report","","No",NA,"","","No","",71,"$25,001 - $50,000","100% of the time",5,1,4,1,1,1,3,1,"","",167,58008.40261,"No","","","",1,4,2,1,4,2,6,56.02922,56.02922,336.17532,336.17532,12,6,3,37500,"71-80",1,"personal"
"168",12,1,"Stocked Trout","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_122VSgfPAgHMs9H",0.106188,"9/3/2018 9:56","9/3/2018 10:02","72.35.110.133",100,352,TRUE,"9/3/2018 10:02",61.60921,-148.4657,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,0,0,"No or did not report","","No",NA,"","","No","",45,"$50,001 - $75,000","100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",168,222.8503175,"No","","","",1,4,2,1,4,2,0,0.212376,0.212376,0,0,2,2,1,62500,"41-50",1,"personal"
"169",12,1,"Boat Test","marineWaters","Up to 4","Up to 4","Other",1,"R_3st2JcwUtolSimC",7.331929,"9/3/2018 11:27","9/3/2018 11:35","72.35.110.167",100,471,TRUE,"9/3/2018 11:35",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","No",1,200,NA,"No or did not report","","No",NA,"","","No","",61,"$75,001 - $100,000","100% of the time",5,4,5,1,1,1,5,1,"","",169,15369.54712,"No","","","",1,4,2,1,4,2,200,14.663858,14.663858,2932.7716,2932.7716,2,2,1,87500,"61-70",1,"personal"
"170",12,1,"Chena River","inStateFreshwater","Up to 4","Up to 4","Other",2,"R_2xwVvLS6STcXze1",9.349695,"9/3/2018 12:24","9/3/2018 12:41","209.112.210.251",100,1049,TRUE,"9/3/2018 12:41",61.1454,-149.7664,"I operate boat(s) for personal reasons,I operate boats as an employee of a government agency",0,0.1,"Yes","No",4,50,25,"No or did not report","","No",NA,"","","No","",46,"$150,001 - $200,000","100% of the time",4,4,5,5,2,5,4,3,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",170,21940.95694,"Yes","Chena River","Chena Lake","",1,4,2,1,4,2,37.5,18.69939,18.69939,701.227125,701.227125,12,6,3,175000,"41-50",0.9,"personal"
"171",12,2,"Chena River Army","inStateFreshwater","Up to 4","Up to 4","Other",3,"R_2xwVvLS6STcXze1",7.454651,"9/3/2018 12:24","9/3/2018 12:41","209.112.210.251",100,1049,TRUE,"9/3/2018 12:41",61.1454,-149.7664,"I operate boat(s) for personal reasons,I operate boats as an employee of a government agency",0,0.1,"Yes","No",4,50,25,"No or did not report","","No",NA,"","","No","",46,"$150,001 - $200,000","100% of the time",4,4,5,5,2,5,4,3,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",171,17493.25996,"Yes","Chena River","Chena Lake","",1,4,2,1,4,2,37.5,14.909302,14.909302,559.098825,559.098825,12,6,3,175000,"41-50",0.9,"personal"
"172",12,3,"Tanana Lakes","inStateFreshwater","5 to 10","Up to 4","Other",1,"R_2xwVvLS6STcXze1",1.785538,"9/3/2018 12:24","9/3/2018 12:41","209.112.210.251",100,1049,TRUE,"9/3/2018 12:41",61.1454,-149.7664,"I operate boat(s) for personal reasons,I operate boats as an employee of a government agency",0,0.1,"Yes","No",4,50,25,"No or did not report","","No",NA,"","","No","",46,"$150,001 - $200,000","100% of the time",4,4,5,5,2,5,4,3,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",172,4183.102819,"Yes","Chena River","Chena Lake","",5,10,8,1,4,2,37.5,14.284304,3.571076,535.6614,133.91535,12,6,3,175000,"41-50",0.9,"personal"
"173",11,1,"West Papoose Lake","inStateFreshwater","Up to 4","Up to 4","Cabin",1,"R_3oyD73Igvk4tSV9",0.5216436,"9/3/2018 14:35","9/3/2018 14:46","66.58.156.100",100,624,TRUE,"9/3/2018 14:46",61.0807,-149.7091,"I operate boat(s) for personal reasons",0,0,"Yes","No",3,20,5,"No or did not report","","No",NA,"","","No","",NA,"","100% of the time",5,NA,5,NA,NA,NA,5,NA,"","",173,1094.411694,"No","","","",1,4,2,1,4,2,12.5,1.0432872,1.0432872,13.04109,13.04109,2,2,1,NA,NA,1,"personal"
"174",12,1,"Kenai River DipNetting","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_9pfByrKvtxgqLo5",5.659064,"9/3/2018 17:03","9/3/2018 17:31","69.178.21.192",100,1657,TRUE,"9/3/2018 17:31",61.2059,-149.8232,"I operate boat(s) for personal reasons",0,0,"Yes","No",1,60,30,"No or did not report","","No",NA,"","","No","",62,"$75,001 - $100,000","100% of the time",5,1,4,4,1,1,3,1,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",174,11488.98745,"No","","","",1,4,2,1,4,2,45,11.318128,11.318128,509.31576,509.31576,2,2,1,87500,"61-70",1,"personal"
"175",12,1,"Thomas Bay","marineWaters","Up to 4","Up to 4","Other",3,"R_2EtuMTRRmtNU7Uc",77.70601,"9/3/2018 17:35","9/3/2018 17:49","66.223.183.38",100,877,TRUE,"9/3/2018 17:49",57.0585,-132.6276,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",1,35,2,"No or did not report","","No",NA,"","","No","",51,"$75,001 - $100,000","100% of the time",5,3,4,4,2,4,4,4,"","",175,142271.4837,"No","","","",1,4,2,1,4,2,18.5,155.41202,155.41202,2875.12237,2875.12237,6,6,3,87500,"51-60",1,"personal"
"176",11,2,"LeConte","marineWaters","Up to 4","Up to 4","Sport Fishing",1,"R_2EtuMTRRmtNU7Uc",56.98577,"9/3/2018 17:35","9/3/2018 17:49","66.223.183.38",100,877,TRUE,"9/3/2018 17:49",57.0585,-132.6276,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",1,35,2,"No or did not report","","No",NA,"","","No","",51,"$75,001 - $100,000","100% of the time",5,3,4,4,2,4,4,4,"","",176,103985.3874,"No","","","",1,4,2,1,4,2,18.5,113.97154,113.97154,2108.47349,2108.47349,6,6,3,87500,"51-60",1,"personal"
"177",12,3,"Blind Lake","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",2,"R_2EtuMTRRmtNU7Uc",1.733914,"9/3/2018 17:35","9/3/2018 17:49","66.223.183.38",100,877,TRUE,"9/3/2018 17:49",57.0585,-132.6276,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",1,35,2,"No or did not report","","No",NA,"","","No","",51,"$75,001 - $100,000","100% of the time",5,3,4,4,2,4,4,4,"","",177,3148.512455,"No","","","",1,4,2,1,4,2,18.5,3.467828,3.467828,64.154818,64.154818,6,6,3,87500,"51-60",1,"personal"
"178",12,1,"Fish Reds on Keystone","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_RIXRbjdQwDX5XjP",13.89851,"9/4/2018 6:10","9/4/2018 6:22","216.67.51.68",100,740,TRUE,"9/4/2018 6:22",64.8378,-147.7164,"I operate boat(s) for personal reasons",0,0,"Yes","No",3,4,4,"No or did not report","","No",NA,"","","No","",69,"$50,001 - $75,000","100% of the time",5,NA,5,NA,NA,NA,NA,NA,"","gaveEmail",178,28165.51911,"No","","","",1,4,2,1,4,2,4,27.79702,27.79702,111.18808,111.18808,2,2,1,62500,"61-70",1,"personal"
"179",9,1,"Flat Island route","inStateFreshwater","5 to 10","Up to 4","Sport Fishing",1,"R_2P7t7RpAKc2vM1O",55.07268,"9/4/2018 9:31","9/4/2018 9:47","206.174.29.122",100,963,TRUE,"9/4/2018 9:47",61.0807,-149.7091,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,20,10,"No or did not report","","No",NA,"","","No","",59,"$100,001 - $125,000","100% of the time",5,3,5,3,3,5,5,1,"","gaveEmail",179,108288.4303,"No","","","",5,10,8,1,4,2,15,440.58144,110.14536,6608.7216,1652.1804,8,2,1,112500,"51-60",1,"personal"
"180",6,1,"Wood River","inStateFreshwater","5 to 10","Up to 4","Sport Fishing",1,"R_3KIovky7DY8h1hi",58.94989,"9/4/2018 10:13","9/4/2018 10:23","97.73.96.162",100,562,TRUE,"9/4/2018 10:23",37.75101,-97.822,"I operate boat(s) for personal reasons",0,0,"Yes","No",4,NA,NA,"No or did not report","","No",NA,"","","No","",68,"$75,001 - $100,000","Less than 100% of the time",5,NA,NA,NA,NA,NA,NA,NA,"","gaveEmail",180,114369.1528,"No","","","",5,10,8,1,4,2,NA,471.59912,117.89978,NA,NA,8,2,1,87500,"61-70",1,"personal"
"181",9,1,"Personal","marineWaters","Up to 4","Up to 4","Sport Fishing",3,"R_1rpLqfWME8j4uHr",173.3051,"9/4/2018 11:38","9/4/2018 11:48","12.196.12.87",100,655,TRUE,"9/4/2018 11:48",37.75101,-97.822,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",3,10,10,"No or did not report","","No",NA,"","","No","",53,"$100,001 - $125,000","100% of the time",5,2,3,1,3,5,3,2,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.,Outreach: connecting other boat operators and organizations,Decontamination: conducting training and workshops","gaveEmail",181,341915.1543,"No","","","",1,4,2,1,4,2,10,346.6102,346.6102,3466.102,3466.102,6,6,3,112500,"51-60",1,"personal"
"182",9,2,"Kenai","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",2,"R_1rpLqfWME8j4uHr",11.6035,"9/4/2018 11:38","9/4/2018 11:48","12.196.12.87",100,655,TRUE,"9/4/2018 11:48",37.75101,-97.822,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",3,10,10,"No or did not report","","No",NA,"","","No","",53,"$100,001 - $125,000","100% of the time",5,2,3,1,3,5,3,2,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.,Outreach: connecting other boat operators and organizations,Decontamination: conducting training and workshops","gaveEmail",182,23613.97013,"No","","","",1,4,2,1,4,2,10,23.207,23.207,232.07,232.07,6,6,3,112500,"51-60",1,"personal"
"183",9,3,"Seward","marineWaters","Up to 4","Up to 4","Sport Fishing",1,"R_1rpLqfWME8j4uHr",116.3094,"9/4/2018 11:38","9/4/2018 11:48","12.196.12.87",100,655,TRUE,"9/4/2018 11:48",37.75101,-97.822,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",3,10,10,"No or did not report","","No",NA,"","","No","",53,"$100,001 - $125,000","100% of the time",5,2,3,1,3,5,3,2,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.,Outreach: connecting other boat operators and organizations,Decontamination: conducting training and workshops","gaveEmail",183,230669.6364,"No","","","",1,4,2,1,4,2,10,232.6188,232.6188,2326.188,2326.188,6,6,3,112500,"51-60",1,"personal"
"184",12,1,"Sports to Jims","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_2TXLjZgalba4mmi",6.207924,"9/4/2018 12:56","9/4/2018 13:02","66.58.211.205",100,371,TRUE,"9/4/2018 13:02",61.15939,-149.8865,"I operate boat(s) for personal reasons",0,0,"Yes","No",4,NA,NA,"No or did not report","","No",NA,"","","No","",40,"$200,001 - $250,000","Less than 100% of the time",4,NA,4,NA,NA,NA,4,NA,"","",184,12616.16249,"No","","","",1,4,2,1,4,2,NA,12.415848,12.415848,NA,NA,2,2,1,225000,"31-40",1,"personal"
"185",10,1,"Nancy Lake","inStateFreshwater","5 to 10","5 to 10","Other",1,"R_12wZbQPhxgX9tD8",1.64693,"9/4/2018 12:37","9/4/2018 13:07","171.159.64.10",100,1786,TRUE,"9/4/2018 13:07",38.0033,-122.0318,"I operate boat(s) for personal reasons",0,0,"Yes","No",4,40,5,"No or did not report","","No",NA,"","","No","",45,"More than $250,000","100% of the time",2,4,1,3,1,1,1,1,"","gaveEmail",185,3465.894584,"No","","","",5,10,8,5,10,8,22.5,13.17544,13.17544,296.4474,296.4474,8,8,1,NA,"41-50",1,"personal"
"186",9,1,"cabin","inStateFreshwater","5 to 10","5 to 10","Cabin",1,"R_3HTeqeLhgZejzJx",18.14784,"9/4/2018 12:59","9/4/2018 13:10","216.67.23.87",100,679,TRUE,"9/4/2018 13:10",61.1454,-149.7664,"I operate boat(s) for personal reasons",0,0,"Yes","No",4,36,18,"No or did not report","","No",NA,"","","No","",40,"$100,001 - $125,000","100% of the time",5,1,2,2,1,4,4,1,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",186,37707.55669,"No","","","",5,10,8,5,10,8,27,145.18272,145.18272,3919.93344,3919.93344,132,132,3,112500,"31-40",1,"personal"
"187",9,2,"20-mile","inStateFreshwater","75 to 100","75 to 100","Other",2,"R_3HTeqeLhgZejzJx",13.21504,"9/4/2018 12:59","9/4/2018 13:10","216.67.23.87",100,679,TRUE,"9/4/2018 13:10",61.1454,-149.7664,"I operate boat(s) for personal reasons",0,0,"Yes","No",4,36,18,"No or did not report","","No",NA,"","","No","",40,"$100,001 - $125,000","100% of the time",5,1,2,2,1,4,4,1,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",187,27089.35184,"No","","","",76,100,88,76,100,88,27,1162.92352,1162.92352,31398.93504,31398.93504,132,132,3,112500,"31-40",1,"personal"
"188",8,3,"placer","inStateFreshwater","31 to 40","31 to 40","Other",3,"R_3HTeqeLhgZejzJx",17.30109,"9/4/2018 12:59","9/4/2018 13:10","216.67.23.87",100,679,TRUE,"9/4/2018 13:10",61.1454,-149.7664,"I operate boat(s) for personal reasons",0,0,"Yes","No",4,36,18,"No or did not report","","No",NA,"","","No","",40,"$100,001 - $125,000","100% of the time",5,1,2,2,1,4,4,1,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",188,35287.09429,"No","","","",31,40,36,31,40,36,27,622.83924,622.83924,16816.65948,16816.65948,132,132,3,112500,"31-40",1,"personal"
"189",12,3,"little Kitoi Lake--Kitoi Bay Hatchery skiff","inStateFreshwater","Up to 4","31 to 40","Other",1,"R_290rN8bPqH4jSV7",0.6053381,"9/4/2018 13:44","9/4/2018 14:32","65.74.80.20",100,2872,TRUE,"9/4/2018 14:32",57.1588,-154.08,"I operate boat(s) commercially",0.2,0,"Yes","Yes",3,45,5,"No or did not report","","No",NA,"","","No","",44,"$100,001 - $125,000","100% of the time",3,1,1,1,1,4,5,5,"Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",189,1145.280765,"No","","","",1,4,2,31,40,36,25,1.2106762,21.7921716,30.266905,544.80429,8,104,4,112500,"41-50",0.8,"personal"
"190",12,4,"Big Kitoi Lake--Kitoi Bay Hatcheyr skiff","inStateFreshwater","Up to 4","31 to 40","Other",2,"R_290rN8bPqH4jSV7",0.4788142,"9/4/2018 13:44","9/4/2018 14:32","65.74.80.20",100,2872,TRUE,"9/4/2018 14:32",57.1588,-154.08,"I operate boat(s) commercially",0.2,0,"Yes","Yes",3,45,5,"No or did not report","","No",NA,"","","No","",44,"$100,001 - $125,000","100% of the time",3,1,1,1,1,4,5,5,"Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",190,908.4437105,"No","","","",1,4,2,31,40,36,25,0.9576284,17.2373112,23.94071,430.93278,8,104,4,112500,"41-50",0.8,"personal"
"191",12,5,"Afognak Lake--Pillar Creek Hatchery skiff","inStateFreshwater","Up to 4","11 to 20","Other",3,"R_290rN8bPqH4jSV7",0.5799525,"9/4/2018 13:44","9/4/2018 14:32","65.74.80.20",100,2872,TRUE,"9/4/2018 14:32",57.1588,-154.08,"I operate boat(s) commercially",0.2,0,"Yes","Yes",3,45,5,"No or did not report","","No",NA,"","","No","",44,"$100,001 - $125,000","100% of the time",3,1,1,1,1,4,5,5,"Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",191,1095.078814,"No","","","",1,4,2,11,20,16,25,1.159905,9.27924,28.997625,231.981,8,104,4,112500,"41-50",0.8,"personal"
"192",11,6,"Saltery Lake--Pillar Creek Hatchery skiff","inStateFreshwater","Up to 4","11 to 20","Other",4,"R_290rN8bPqH4jSV7",1.028676,"9/4/2018 13:44","9/4/2018 14:32","65.74.80.20",100,2872,TRUE,"9/4/2018 14:32",57.1588,-154.08,"I operate boat(s) commercially",0.2,0,"Yes","Yes",3,45,5,"No or did not report","","No",NA,"","","No","",44,"$100,001 - $125,000","100% of the time",3,1,1,1,1,4,5,5,"Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",192,1910.925707,"No","","","",1,4,2,11,20,16,25,2.057352,16.458816,51.4338,411.4704,8,104,4,112500,"41-50",0.8,"personal"
"193",12,1,"Neil Lake","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",2,"R_RQPX4g8JstQOtCF",2.307845,"9/4/2018 15:48","9/4/2018 16:02","24.237.66.129",100,834,TRUE,"9/4/2018 16:02",61.0807,-149.7091,"I operate boat(s) for personal reasons",0,0,"Yes","No",1,1,0,"No or did not report","","Yes",2010,"New","New York","No","",57,"","Less than 100% of the time",5,NA,5,5,5,5,5,5,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",193,4893.341079,"No","","","",1,4,2,1,4,2,0.5,4.61569,4.61569,2.307845,2.307845,6,6,3,NA,"51-60",1,"personal"
"194",12,2,"Deska - Up River of Neil Lake Access","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_RQPX4g8JstQOtCF",2.228443,"9/4/2018 15:48","9/4/2018 16:02","24.237.66.129",100,834,TRUE,"9/4/2018 16:02",61.0807,-149.7091,"I operate boat(s) for personal reasons",0,0,"Yes","No",1,1,0,"No or did not report","","Yes",2010,"New","New York","No","",57,"","Less than 100% of the time",5,NA,5,5,5,5,5,5,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",194,4725.949942,"No","","","",1,4,2,1,4,2,0.5,4.456886,4.456886,2.228443,2.228443,6,6,3,NA,"51-60",1,"personal"
"195",12,3,"Lower Deska from Neil Lake Access","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",3,"R_RQPX4g8JstQOtCF",0.7631266,"9/4/2018 15:48","9/4/2018 16:02","24.237.66.129",100,834,TRUE,"9/4/2018 16:02",61.0807,-149.7091,"I operate boat(s) for personal reasons",0,0,"Yes","No",1,1,0,"No or did not report","","Yes",2010,"New","New York","No","",57,"","Less than 100% of the time",5,NA,5,5,5,5,5,5,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",195,1619.868333,"No","","","",1,4,2,1,4,2,0.5,1.5262532,1.5262532,0.7631266,0.7631266,6,6,3,NA,"51-60",1,"personal"
"196",9,1,"Whittier","marineWaters","Up to 4","Up to 4","Sport Fishing",1,"R_Tw4nkfc2SIMecvv",89.05206,"9/4/2018 14:31","9/4/2018 16:35","64.4.231.204",100,7418,TRUE,"9/4/2018 16:35",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",2,NA,NA,"No or did not report","","No",NA,"","","No","",35,"$50,001 - $75,000","100% of the time",4,4,4,3,2,4,5,2,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Decontamination: developing best practices guide","",196,181924.039,"No","","","",1,4,2,1,4,2,NA,178.10412,178.10412,NA,NA,6,6,3,62500,"31-40",1,"personal"
"197",12,2,"Big Lake","marineWaters","Up to 4","Up to 4","Sport Fishing",2,"R_Tw4nkfc2SIMecvv",6.230577,"9/4/2018 14:31","9/4/2018 16:35","64.4.231.204",100,7418,TRUE,"9/4/2018 16:35",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",2,NA,NA,"No or did not report","","No",NA,"","","No","",35,"$50,001 - $75,000","100% of the time",4,4,4,3,2,4,5,2,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Decontamination: developing best practices guide","",197,13067.31461,"No","","","",1,4,2,1,4,2,NA,12.461154,12.461154,NA,NA,6,6,3,62500,"31-40",1,"personal"
"198",12,3,"Finger Lake","marineWaters","Up to 4","Up to 4","Other",3,"R_Tw4nkfc2SIMecvv",0.3991581,"9/4/2018 14:31","9/4/2018 16:35","64.4.231.204",100,7418,TRUE,"9/4/2018 16:35",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",2,NA,NA,"No or did not report","","No",NA,"","","No","",35,"$50,001 - $75,000","100% of the time",4,4,4,3,2,4,5,2,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Decontamination: developing best practices guide","",198,839.0683076,"No","","","",1,4,2,1,4,2,NA,0.7983162,0.7983162,NA,NA,6,6,3,62500,"31-40",1,"personal"
"199",12,4,"Compass Rose","marineWaters","Up to 4","Up to 4","Sport Fishing",2,"R_WwlwvgCWxBwL78J",103.0638,"9/4/2018 20:37","9/4/2018 21:14","216.67.3.50",100,2197,TRUE,"9/4/2018 21:14",61.15939,-149.8865,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",3,35,4,"No or did not report","","Yes",2016,"New","Washington","No","",62,"More than $250,000","100% of the time",5,3,4,3,3,4,5,4,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",199,203509.5263,"No","","","",1,4,2,1,4,2,19.5,206.1276,206.1276,4019.4882,4019.4882,6,6,3,NA,"61-70",1,"personal"
