OWNER.NAME.COMPANY.1,ADDR.MAIL.STREET,ADDR.MAIL.EXTRA.LINE,ADDR.MAIL.CITY,ADDR.MAIL.STATE,ADDR.MAIL.ZIP,QualtricsLink,ShortURL,Code,CustomLink,mailReturn,onlineDifficulty,noInternet,Notes
FISH 907 GUIDE SERVICE LLC,9549 VICTOR RD           ,                         ,ANCHORAGE           ,AK,99515,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_37vi3tfkoXJYAPX&Q_CHL=gl,,OO513999,https://short.iseralaska.org/OO513999,,,,
FISHMASTERS INN CHARTERS,PO BOX 33484             ,                         ,JUNEAU              ,AK,99803,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_0BU8DapEXtzG1nv&Q_CHL=gl,,EI744462,https://short.iseralaska.org/EI744462,,,,
FORTY-NINER MARINE SERVICE LLC,2101 E 63RD AVENUE       ,                         ,ANCHORAGE           ,AK,99507,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_1Gkl1FTWpjD8WIl&Q_CHL=gl,,LG276059,https://short.iseralaska.org/LG276059,,,,
FREDERICK SURA REV LVG TRUST,PO BOX 110546            ,                         ,ANCHORAGE           ,AK,99511,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_9Y1IjPNgYDlfk1L&Q_CHL=gl,,BF139620,https://short.iseralaska.org/BF139620,,,,
GASTINEAU GUIDING COMPANY,1330 EASTAUGH WAY        ,                         ,JUNEAU              ,AK,99801,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_2u7Hp2exL6RRBJj&Q_CHL=gl,,OS114075,https://short.iseralaska.org/OS114075,,,,
GCI GENERAL COMMUNICATION .INC,PO BOX 1349              ,                         ,DILLINGHAM          ,AK,99576,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_eLpd0qzK91Aoeod&Q_CHL=gl,,FF382206,https://short.iseralaska.org/FF382206,,,,
GCI GENERAL COMMUNICATION.INC,PO BOX 1349              ,                         ,DILLINGHAM          ,AK,99576,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_eVTc0fVyTb0A0Hb&Q_CHL=gl,,VE550966,https://short.iseralaska.org/VE550966,,,,
GEEKS IN THE WOODS,PO BOX 1935              ,                         ,VALDEZ              ,AK,99686,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_3sdQQIAw9Ub5bfv&Q_CHL=gl,,JE771249,https://short.iseralaska.org/JE771249,,,,
GENERAL COMMUNICATIONS INC,PO BOX 1349              ,                         ,DILLINGHAM          ,AK,99576,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_5AA4WoNRvup8oex&Q_CHL=gl,,HM527221,https://short.iseralaska.org/HM527221,,,,
GEORGE & TERESA FRENCH FAM TRS,7291 S FRANCES AVE       ,                         ,TUCSON              ,AZ,85706,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_6ys9DeJdr9vdaAJ&Q_CHL=gl,,YK279450,https://short.iseralaska.org/YK279450,,,,
GOLDEN WAVE LLC,PO BOX 2271              ,                         ,GLOBE               ,AZ,85502,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_9QBUQiWHCir8RI9&Q_CHL=gl,,NZ766458,https://short.iseralaska.org/NZ766458,1,,,
GORDON STEEL DAVIS,PO BOX 123               ,                         ,LARSEN BAY          ,AK,99624,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_57udcnEIRpOfbA9&Q_CHL=gl,,PZ190338,https://short.iseralaska.org/PZ190338,,,,
GRANT ISLAND TRANSPORT COMPANY,1471 TONGASS AVE         ,                         ,KETCHIKAN           ,AK,99901,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_869EgLaPTEG6enX&Q_CHL=gl,,SQ397418,https://short.iseralaska.org/SQ397418,,,,
GREAT LAND ADVENTURES LLC,915 SOUTH 137TH ST       ,                         ,BURIEN              ,WA,98168,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_3xWEWDfY5BYLR41&Q_CHL=gl,,CS956001,https://short.iseralaska.org/CS956001,,,,
GREENLING ENTERPRISES LLC,P O BOX 132              ,                         ,SITKA               ,AK,99835,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_006jo5geKqIeRyl&Q_CHL=gl,,ZW620342,https://short.iseralaska.org/ZW620342,,,,
GUTH INCORPORATED,P.O. BOX 387             ,                         ,SOLDOTNA            ,AK,99669,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_3Xn3I1GfLr4fqvz&Q_CHL=gl,,UC376906,https://short.iseralaska.org/UC376906,,,,
GWINS RESORTS LLC,PO BOX 769               ,                         ,COOPER LANDING      ,AK,99572,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_em6WsJ5ahVEX0ZD&Q_CHL=gl,,OY785139,https://short.iseralaska.org/OY785139,,,,
HALF YARD PRODUCTIONS,4922 FAIRMONT AVE STE 300,                         ,BETHESDA            ,MD,20814,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_9MJ5OnkRXvF6uqN&Q_CHL=gl,,NM566873,https://short.iseralaska.org/NM566873,,,,
HAMAN FAMILY LTD PARTNERSHIP,1605 MARIKA RD           ,                         ,FAIRBANKS           ,AK,99709,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_bOClQB9moKf61E1&Q_CHL=gl,,EA370637,https://short.iseralaska.org/EA370637,,,,
HAMILTON CONSTRUCTION LLC,PO BOX 648               ,                         ,SKAGWAY             ,AK,99840,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_d6AjbkJbo6MEYy9&Q_CHL=gl,,HV669349,https://short.iseralaska.org/HV669349,,,,
HARTMAN FAMILY RVCBL LVG TRUST,PO BOX 520316            ,                         ,BIG LAKE            ,AK,99652,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_6x4AJ8b8pcncU8l&Q_CHL=gl,,TN284823,https://short.iseralaska.org/TN284823,,,,
HER-A-KANE,PO BOX 520502            ,                         ,BIG LAKE            ,AK,99652,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_0fwjfwWI4StOvUF&Q_CHL=gl,,KD120411,https://short.iseralaska.org/KD120411,,,,
HILCORP ALASKA LLC,PO BOX 244027            ,                         ,ANCHORAGE           ,AK,99524,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_e2uLEgSushhvo9L&Q_CHL=gl,,XI406914,https://short.iseralaska.org/XI406914,,,,
HOLLIS ADVEBNTURE RENTALS CO,PO BOX 1041              ,                         ,CRAIG               ,AK,99921,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_9z6568oGHHiqebz&Q_CHL=gl,,FZ718314,https://short.iseralaska.org/FZ718314,,,,
HOOD BAY CORPORATION,9360 GLACIER HWY.,,,,,,,,,,,,
HOPE FISHING CHARTERS LLC,PO BOX 143               ,                         ,HOPE                ,AK,99605,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_09y6DufaAfTBKYd&Q_CHL=gl,,HD877693,https://short.iseralaska.org/HD877693,,,,
ICICLE SEAFOODS INC,PO BOX 1147              ,                         ,PETERSBURG          ,AK,99833,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_0VahmZ50COg3mSx&Q_CHL=gl,,QT366065,https://short.iseralaska.org/QT366065,,,,
ILLIAMNA RIVER LODGE,PO BOX 330               ,                         ,PEDRO BAY           ,AK,99647,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_4OeebeX3q4Cp2U5&Q_CHL=gl,,SF900463,https://short.iseralaska.org/SF900463,,,,
ISLANDVIEW RESORT & CHARTERS,P O BOX 6243             ,                         ,SITKA               ,AK,99835,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_6Kxnr6twJIEDyxD&Q_CHL=gl,,UD572832,https://short.iseralaska.org/UD572832,,,,
ISLES REVOCABLE TRUST,16565 POINT LENA LP RD   ,                         ,JUNEAU              ,AK,99801,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_bgaKcoIjSesb24d&Q_CHL=gl,,YA645637,https://short.iseralaska.org/YA645637,,,,
JAMES & STEPHANIE QUEEN TRUST,305 RIDGEWOOD DR         ,                         ,SOLDOTNA            ,AK,99669,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_1ySqgqn1BZYdd8p&Q_CHL=gl,,CE423208,https://short.iseralaska.org/CE423208,,,,
JERRY & SUSAN DANIELS LIV TRST,3700 GUNWALE CT          ,                         ,ANCHORAGE           ,AK,99516,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_bl74cELeIV076AZ&Q_CHL=gl,,FL279232,https://short.iseralaska.org/FL279232,,,,
JOHN C & LINSEY A KLINGEL TRST,1040 EASTWOOD LANE       ,                         ,FAIRBANKS           ,AK,99712,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_3z8J5MIIehZZP6J&Q_CHL=gl,,QW244903,https://short.iseralaska.org/QW244903,,,,
JON RYAN FURLONG IRREV TRUST,2171 S YUKON CIRCLE      ,                         ,WASILLA             ,AK,99654,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_3efZlvyMb9CNiwR&Q_CHL=gl,,KY991624,https://short.iseralaska.org/KY991624,,,,
JUNEAU SPORT FISHING,PO BOX 20438             ,                         ,JUNEAU              ,AK,99802,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_3PovvlTt6bHOIlL&Q_CHL=gl,,OY664468,https://short.iseralaska.org/OY664468,,,,
JUNEAU YOUTH SAILING,POB 21286                ,                         ,JUNEAU              ,AK,99802,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_9GBDetVpCjHPBid&Q_CHL=gl,,BS590226,https://short.iseralaska.org/BS590226,,,,
KACHEMAK BAY OCEAN INV,650 N MAIN ST            ,                         ,DELTA               ,CO,81416,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_aftibAKfWlcdoUd&Q_CHL=gl,,VW196266,https://short.iseralaska.org/VW196266,,,,
KATMAI AIR,4125 AIRCRAFT DR         ,                         ,ANCHORAGE           ,AK,99502,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_9Az1Kmt3A0IRIH3&Q_CHL=gl,,WK825317,https://short.iseralaska.org/WK825317,,,,
KATMAI AIR,4125 AIRCRAFT DR         ,                         ,ANCHORAGE           ,AK,99502,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_dmQur0BYVXM9xiZ&Q_CHL=gl,,RB628761,https://short.iseralaska.org/RB628761,,,,
KATMAILAND INC,4125 AIRCRAFT DR STE 2   ,                         ,ANCHORAGE           ,AK,99502,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_1zcCjoKeOU3UcPX&Q_CHL=gl,,JZ609634,https://short.iseralaska.org/JZ609634,,,,
KATMAILAND INC,4125 AIRCRAFT DRIVE      ,                         ,ANCHORAGE           ,AK,99502,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_abXnZTOJaBey4Hb&Q_CHL=gl,,BN108316,https://short.iseralaska.org/BN108316,,,,
KDK LTD,PO BOX 10541             ,                         ,FAIRBANKS           ,AK,99710,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_8icKPE0xIjmhmCN&Q_CHL=gl,,FT996868,https://short.iseralaska.org/FT996868,,,,
KENAI BACKCOUNTRY ADV LLC,PO BOX 39110             ,                         ,NINILCHIK           ,AK,99639,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_9tqs4r7RDN37B4h&Q_CHL=gl,,TX231666,https://short.iseralaska.org/TX231666,,,,
KENAI RIVER COWBOYS LLC,10201 JACKPOT BAY_CIR    ,                         ,ANCHORAGE           ,AK,99515,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_2s2o73J4Vmvy4y9&Q_CHL=gl,,GG612832,https://short.iseralaska.org/GG612832,,,,
KENAI RIVER GROUP LLC,738 N 500 W              ,                         ,AMERICAN FORK       ,UT,84003,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_9H3qT2JOOstEBr7&Q_CHL=gl,,VS969391,https://short.iseralaska.org/VS969391,,,,
KERMIT SMALL FAMILY TRUST,PO BOX 39612             ,                         ,NINILCHIK           ,AK,99639,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_6Wr6TAbRyNQNROJ&Q_CHL=gl,,ZR814476,https://short.iseralaska.org/ZR814476,,,,
KETCHIKAN HIGH SCHOOL,333 SCHOENBAR ROAD       ,                         ,KETCHIKAN           ,AK,99901,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_b7OIbFT5uzt4THv&Q_CHL=gl,,HI558257,https://short.iseralaska.org/HI558257,,,,
KIEWIT INFRASTRUCTURE WEST CO,10421 VFW RD SUITE 102   ,                         ,EAGLE RIVER         ,AK,99577,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_eeRPJz3sV7QEPLD&Q_CHL=gl,,TV373687,https://short.iseralaska.org/TV373687,1,,,
KILLISNOO HARBOR LLC,BOX 101                  ,                         ,ANGOON              ,AK,99820,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_cBERfRo1LwJgMe1&Q_CHL=gl,,GY632960,https://short.iseralaska.org/GY632960,,,,
KING POINT FISHING LODGE,9321 BLACKBERRY          ,                         ,ANCHORAGE           ,AK,99502,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_01k72YFlOrnZGst&Q_CHL=gl,,RS497596,https://short.iseralaska.org/RS497596,,,,
KING POINT FISHING LODGE,9321 BLACKBERRY STREET   ,                         ,ANCHORAGE           ,AK,99502,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_2hn47uYgdBbdpGZ&Q_CHL=gl,,UV902037,https://short.iseralaska.org/UV902037,,,,
KINNETIC LABORATORIES INC,704 W 2ND AVE            ,                         ,ANCHORAGE           ,AK,99501,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_6Q29W0Oo29p0SEZ&Q_CHL=gl,,KK161615,https://short.iseralaska.org/KK161615,,,,
KINNETIC LABORATORIES,704 W 2ND AVE            ,                         ,ANCHORAGE           ,AK,99501,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_3PluKVIcaRkQ4h7&Q_CHL=gl,,EL537863,https://short.iseralaska.org/EL537863,,,,
KLONTZ & KLONTZ LLC,814 54TH ST SE           ,                         ,AUBURN              ,WA,98092,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_6sCH2sW9ZWQbRHf&Q_CHL=gl,,NV768828,https://short.iseralaska.org/NV768828,,,,
KODIAK AREA NATIVE ASSOCIATION,3449 REZANOF DR EAST     ,                         ,KODIAK              ,AK,99615,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_0IdVUlpMbWVpz7L&Q_CHL=gl,,WF479386,https://short.iseralaska.org/WF479386,,,,
KODIAK LUCKY HOOK CHARTERS,PO BOX 88                ,                         ,KODIAK              ,AK,99615,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_bClFnRknls0pjNj&Q_CHL=gl,,CU582005,https://short.iseralaska.org/CU582005,,,,
KODIAK REGIONAL AQUACULTURE,104 CENTER AVE SUITE 205 ,                         ,KODIAK              ,AK,99615,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_0SsdnYViZ3iYauF&Q_CHL=gl,,IQ645262,https://short.iseralaska.org/IQ645262,,,,
KRAMER HUNT CLUB TRUST 52-3291,C/O PO BOX 373           ,                         ,STERLING            ,AK,99672,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_1N5yJ38zXwlfsWx&Q_CHL=gl,,DM212035,https://short.iseralaska.org/DM212035,,,,
KROTO CREEK LLC,16880 OLENA POINT CIR    ,                         ,ANCHORAGE           ,AK,99516,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_557UIdsH818IUCx&Q_CHL=gl,,EY496658,https://short.iseralaska.org/EY496658,,,,
L DANIEL & D GIFFEN L TRUST,PO BOX 213               ,                         ,PALMER              ,AK,99645,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_bK6QG3ZulVfuYYt&Q_CHL=gl,,LG806145,https://short.iseralaska.org/LG806145,,,,
LARSEN BAY OUTDOORS LLC,PO BOX 325               ,                         ,GARDEN VALLEY       ,ID,83622,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_71li9qc723MjlOZ&Q_CHL=gl,,NT742365,https://short.iseralaska.org/NT742365,,,,
LEONARDS LANDING LODGE INC,BOX 282                  ,                         ,YAKUTAT             ,AK,99689,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_0xfMjK0fhaVzcPP&Q_CHL=gl,,JY179443,https://short.iseralaska.org/JY179443,,,,
LEOS VEHICLES LLC,PO BOX 283               ,                         ,YAKUTAT             ,AK,99689,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_7X1NXg2xv1uEKKp&Q_CHL=gl,,QL235514,https://short.iseralaska.org/QL235514,,,,
LONE STAR ALASKA LLC,4690 ENOCH RD            ,                         ,CLAYTON             ,WA,99110,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_ba5PLyr3o0CaV13&Q_CHL=gl,,BU524188,https://short.iseralaska.org/BU524188,,,,
M & T ADVENTURES LLC,1260 ROCK CREEK CIR      ,                         ,LAFAYETTE           ,CO,80026,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_bdxb8iX5VpnCZVj&Q_CHL=gl,,PC999684,https://short.iseralaska.org/PC999684,,,,
MAGIC FISH COMPANY,59065 MEADOW LANE        ,                         ,HOMER               ,AK,99603,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_6yseeniut15DUHP&Q_CHL=gl,,KP655447,https://short.iseralaska.org/KP655447,,,,
MARBLE SEAFOODS LLC,355 CARLANNA LAKE ROAD   ,                         ,KETCHIKAN           ,AK,99901,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_eRS5j0xCRsDHrPn&Q_CHL=gl,,DV997007,https://short.iseralaska.org/DV997007,,,,
MATANUSKA SUSITNA BOROUGH,350 E DAHLIA AVE         ,                         ,PALMER              ,AK,99645,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_5j0KR8Tac7iHu1n&Q_CHL=gl,,FS636937,https://short.iseralaska.org/FS636937,,,,
MATANUSKA SUSITNA BOROUGH,350 EAST DAHLIA AVE      ,                         ,PALMER              ,AK,99645,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_ePx0AOtYqfwISQ5&Q_CHL=gl,,AP524932,https://short.iseralaska.org/AP524932,,,,
MATSON FAMILY TRUST,12530 SNOWBIRD DRIVE     ,                         ,ANCHORAGE           ,AK,99516,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_0p0OPh63BfyKakB&Q_CHL=gl,,UT124219,https://short.iseralaska.org/UT124219,,,,
MCDOUGALL LODGE,10939 N ALPINE HWY 128   ,                         ,HIGHLAND            ,UT,84003,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_42TMaRpcfNgQhH7&Q_CHL=gl,,WQ797972,https://short.iseralaska.org/WQ797972,,,,
MIDSTATE TRUCK AND TRAILER LLC,1706 SHIP AVE            ,                         ,ANCHORAGE           ,AK,99501,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_00qPQYUVvwtgcJf&Q_CHL=gl,,NU783642,https://short.iseralaska.org/NU783642,1,,,
MISSION LODGE,PO BOX 165               ,                         ,ALEKNAGIK           ,AK,99555,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_5teouo2LYbl6dSJ&Q_CHL=gl,,MD427494,https://short.iseralaska.org/MD427494,,,,
MOA FIRE DEPARTMENT,1000 AIRPORT HEIGHTS     ,                         ,ANCHORAGE           ,AK,99508,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_3UW7IkOzvichoWh&Q_CHL=gl,,IX948379,https://short.iseralaska.org/IX948379,,,,
MOOSEHORN LEASING LLC,3160 WEST CLUBHOUSE DRIVE,                         ,LEHI                ,UT,84043,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_6JwgL2nWaGXonhb&Q_CHL=gl,,QC314394,https://short.iseralaska.org/QC314394,,,,
MYREN FAMILY TRUST,25513 36TH PLACE SOUTH   ,                         ,KENT                ,WA,98032,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_4TqzAGlkEeMcJWl&Q_CHL=gl,,VI727422,https://short.iseralaska.org/VI727422,,,,
NAKNEK RIVER CAMP,PO BOX 32                ,                         ,KING SALMON         ,AK,99613,http://uaa.co1.qualtrics.com/jfe/form/SV_06es9yDkSMD0hDf?Q_DL=e5weCGYACSnS4BL_06es9yDkSMD0hDf_MLRP_6lNF7eCm79IQrTT&Q_CHL=gl,,IB349519,https://short.iseralaska.org/IB349519,,,,
